ID,App,Category,Rating,Reviews,Size (MB),Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4876,BV Mobile Apps,PRODUCTIVITY,5,3,4.8,100+,Free,0,Everyone,Productivity,"June 5, 2018",2,4.2 and up
4877,BV,COMMUNICATION,5,3,1.6,100+,Free,0,Everyone,Communication,"August 4, 2016","1,01",3.0 and up
4878,Bacteria Vaginosis,HEALTH_AND_FITNESS,4,4015,7.7,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"April 27, 2017",6,3.0 and up
4879,BV Smart,BUSINESS,4.3,28,3.4,"1,000+",Free,0,Everyone,Business,"May 1, 2015",1.1,4.0 and up
4880,Bacterial Vaginosis Symptoms,MEDICAL,4.1,698,2.4,"100,000+",Free,0,Everyone 10+,Medical,"February 3, 2015",1.1,3.0 and up
4881,BV Sridhara Maharaj,FAMILY,5,8,2.7,100+,Free,0,Everyone,Entertainment,"December 3, 2017",1.1,4.1 and up
4882,Bacterial vaginosis Treatment - Sexual disease,HEALTH_AND_FITNESS,5,2,5.9,500+,Free,0,Everyone,Health & Fitness,"June 25, 2018",2,4.0.3 and up
4883,Schulman B.V.,SHOPPING,4,6,20,100+,Free,0,Everyone,Shopping,"September 14, 2016",1,4.1 and up
4884,BV Taxi Sudan,MAPS_AND_NAVIGATION,3.5,8,26,10+,Free,0,Everyone,Maps & Navigation,"January 17, 2018",1.2.20180117,4.1 and up
4885,Meu Cartão BV,FINANCE,4.1,15057,5.7,"500,000+",Free,0,Everyone,Finance,"August 3, 2018",2.4.0,5.0 and up
4886,StartPage Private Search,LIFESTYLE,4.6,10198,2.2,"100,000+",Free,0,Everyone,Lifestyle,"August 21, 2017",1.1,2.1 and up
4887,TomTom GPS Navigation Traffic,MAPS_AND_NAVIGATION,4.1,132792,62,"10,000,000+",Free,0,Everyone,Maps & Navigation,"October 25, 2017",1.17.1,4.0.3 and up
4888,OLX Uganda Sell Buy Cellphones,SHOPPING,4.2,4977,9.8,"100,000+",Free,0,Everyone,Shopping,"July 25, 2018",11.15.03,4.1 and up
4889,Feel Performer,COMMUNICATION,2.2,62,34,"10,000+",Free,0,Everyone,Communication,"April 9, 2018",2.0.3,4.1 and up
4890,Smashy Road: Arena,GAME,4.3,45558,53,"5,000,000+",Free,0,Everyone 10+,Action,"May 24, 2018",1.1.9,4.1 and up
4891,My Budget Book,FINANCE,4.7,19784,7.3,"100,000+",Paid,$2.99 ,Everyone,Finance,"June 13, 2018",7.6,4.0 and up
4892,Allsetra B.V.,BUSINESS,4.1,15,24,"1,000+",Free,0,Everyone,Business,"April 5, 2018",3.1.2,4.3 and up
4893,Philips Hue,LIFESTYLE,3.1,10006,53,"1,000,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",3.2.0,5.0 and up
4894,Evolution: Battle for Utopia,FAMILY,4.2,246705,27,"1,000,000+",Free,0,Teen,Strategy,"May 4, 2018",3.5.2,4.0.3 and up
4895,Best Western To Go,TRAVEL_AND_LOCAL,3,2719,17,"100,000+",Free,0,Teen,Travel & Local,"August 2, 2018",5.14.1,4.2 and up
4896,BW-Go,GAME,4.8,265,1.3,"1,000+",Paid,$3.49 ,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up
4897,BW Smart,TOOLS,3.7,50,19,"5,000+",Free,0,Everyone,Tools,"June 6, 2017",v1.2.2,4.0 and up
4898,Watch Face BW Inter,PERSONALIZATION,3.1,112,8.8,"1,000+",Paid,$0.99 ,Everyone,Personalization,"April 26, 2017",2.1.7,4.3 and up
4899,BW-Go Free,GAME,4.6,547,1.3,"10,000+",Free,0,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up
4900,BlitzWolf Shutter - BW Shutter,PHOTOGRAPHY,2.9,333,1.8,"50,000+",Free,0,Everyone,Photography,"November 22, 2017",1.8.0,4.0 and up
4901,Black & White Camera - Lovely BW,PHOTOGRAPHY,4.2,329,4.8,"100,000+",Free,0,Everyone,Photography,"November 13, 2017",1.1.0,4.4 and up
4902,BW-Joseki,GAME,4.7,705,1.8,"10,000+",Free,0,Everyone,Board,"July 28, 2015",1.2.1,4.0.3 and up
4903,BW-DGS plugin,GAME,4.5,70,0.691,"1,000+",Free,0,Everyone,Board,"May 13, 2018",1.6.0,4.0 and up
4904,BW App,LIFESTYLE,2.8,48,12,"5,000+",Free,0,Everyone,Lifestyle,"September 27, 2017",2.8.216.6-ba,4.0 and up
4905,Next Launcher 3D Theme Stun-BW,PERSONALIZATION,4.4,2839,5.1,"100,000+",Free,0,Everyone,Personalization,"January 11, 2014",1,2.2 and up
4906,Standard Chartered Mobile (BW),FINANCE,4.4,96,7.2,"10,000+",Free,0,Everyone,Finance,"August 5, 2018",2.9,4.0 and up
4907,BW Mobilbanking für Smartphone und Tablet,FINANCE,4.1,2048,24,"100,000+",Free,0,Everyone,Finance,"July 10, 2018",4.2.0,4.4 and up
4908,BW COMPANY FINDER,BUSINESS,4.6,48,7.4,"1,000+",Free,0,Everyone,Business,"August 21, 2017",1.5,4.0 and up
4909,BW Taxi,MAPS_AND_NAVIGATION,3,67,53,"5,000+",Free,0,Everyone,Maps & Navigation,"May 1, 2018",3.19.34,5.0 and up
4910,BW-GnuGo,GAME,4.1,64,1.3,"5,000+",Free,0,Everyone,Board,"June 2, 2013",2.0.0,2.2 and up
4911,Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14,"1,000,000+",Paid,$2.49 ,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up
4912,Bw Events,EVENTS,4.4,16,1.7,100+,Free,0,Everyone,Events,"August 9, 2016",1,4.0 and up
4913,Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14,"1,000,000+",Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up
4914,HD Widgets,PERSONALIZATION,4.3,58614,26,"1,000,000+",Paid,$0.99 ,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up
4915,BW Wallpaper,PERSONALIZATION,4.5,4,0.511,50+,Free,0,Everyone,Personalization,"December 31, 2016",1.4,4.0 and up
4916,Skull Widget BW,PERSONALIZATION,4.5,4,1.7,10+,Free,0,Everyone,Personalization,"February 28, 2018",1.1,4.4 and up
4917,BW Map mobile,TRAVEL_AND_LOCAL,3.6,57,32,"10,000+",Free,0,Everyone,Travel & Local,"May 31, 2018",3.2,4.0 and up
4918,Bell and Wyson Camera BW Pix +,LIFESTYLE,2,8,12,"1,000+",Free,0,Everyone,Lifestyle,"November 14, 2016",2.0.18.23,2.3 and up
4919,Best Western e-Concierge Hotel,TRAVEL_AND_LOCAL,4,41,23,"10,000+",Free,0,Everyone,Travel & Local,"June 4, 2018",2.8.1,5.0 and up
4920,BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,5.5,"100,000+",Paid,$1.49 ,Everyone,Photography,"March 26, 2018",1.51,4.0 and up
4921,SAP BW Tutorial,FAMILY,4,11,9.4,"1,000+",Free,0,Everyone,Education,"January 10, 2016",0.0.1,4.1 and up
4922,Kromium BW Theme for NEXT,PERSONALIZATION,4.3,1098,18,"50,000+",Free,0,Everyone,Personalization,"October 11, 2014",1.0.1,3.0 and up
4923,Color Changer Pro [root],PERSONALIZATION,4.5,69,0.951,"1,000+",Paid,$0.99 ,Everyone,Personalization,"January 12, 2017",1.11,4.4 and up
4924,Fantasy theme dark bw black building,ART_AND_DESIGN,4.8,41,1.9,"5,000+",Free,0,Everyone,Art & Design,"March 20, 2018",1.0.2,4.0 and up
4925,Keyboard Theme Gate Flat BW,PERSONALIZATION,4.5,75,2.6,"10,000+",Free,0,Mature 17+,Personalization,"May 26, 2016",2,4.0.3 and up
4926,BL Essentials BW Icon Pack,PERSONALIZATION,4.2,17,0.963,"1,000+",Free,0,Everyone,Personalization,"May 6, 2013",1.0.1,2.1 and up
4927,Hypocam,PHOTOGRAPHY,4.5,12572,8.5,"1,000,000+",Free,0,Everyone,Photography,"March 14, 2018",1.31,4.0 and up
4928,Hitman GO,FAMILY,4.6,84114,23,"500,000+",Paid,$0.99 ,Everyone 10+,Puzzle,"July 5, 2018",1.13.108869,2.3.3 and up
4929,B&W Photo Filter Editor,PHOTOGRAPHY,3.9,205,2.4,"50,000+",Free,0,Everyone,Photography,"July 29, 2017",1.0.5,4.0 and up
4930,BX Memo,FAMILY,4.3,131,2,"5,000+",Free,0,Everyone,Education,"November 17, 2016",3.3.1,2.2 and up
4931,Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,3.9,319,0.025,"10,000+",Paid,$2.99 ,Everyone,Tools,"April 28, 2017",1,7.0 and up
4932,Bixby Button Remapper - bxActions,TOOLS,4.3,13064,4.6,"1,000,000+",Free,0,Everyone,Tools,"May 23, 2018",4.72,7.0 and up
4933,Bitcoin BX Thailand,FINANCE,3.7,120,31,"10,000+",Free,0,Everyone,Finance,"October 23, 2017",4.1,4.0.3 and up
4934,Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,8.2,100+,Free,0,Everyone,Finance,"February 5, 2018",1.0.2,4.2 and up
4935,bX Hot Articles by Ex Libris,FAMILY,4.3,42,0.554,"5,000+",Free,0,Everyone,Education,"May 9, 2017",2,2.2 and up
4936,Bitcoin BX Thailand PRO,FINANCE,1.7,21,21,100+,Paid,$4.99 ,Everyone,Finance,"October 22, 2017",5,4.0.3 and up
4937,Bitcoin Bx (Thailand),FINANCE,4.5,101,6.9,"10,000+",Free,0,Everyone,Finance,"August 4, 2018",1.8.4,5.0 and up
4938,BX Mobile TMC for SAP B1,BUSINESS,4.7,3,11,100+,Free,0,Everyone,Business,"January 20, 2015",1.0.16,4.0.3 and up
4939,BxPort - Bitcoin Bx (Thailand),FINANCE,5,4,4.1,50+,Free,0,Everyone,Finance,"July 14, 2018",1.0.4,4.2 and up
4940,BX Diff - Crypto Coins Checker,FINANCE,4.6,83,4,"5,000+",Free,0,Everyone,Finance,"July 16, 2018",1.0.21,4.4 and up
4941,bitcoin exchange bx thailand,FINANCE,2.9,19,2.2,"5,000+",Free,0,Everyone,Finance,"June 26, 2017",1.6,4.4 and up
4942,Bitcoin & Cryptocurrency - Bx,FINANCE,4.8,11,3.7,"1,000+",Free,0,Everyone,Finance,"November 28, 2017",0.1.6,4.1 and up
4943,Benefit Extras Mobile App,HEALTH_AND_FITNESS,2.3,3,2.4,"1,000+",Free,0,Everyone,Health & Fitness,"July 18, 2018",6,5.0 and up
4944,Car Driving Simulator Citroen,FAMILY,3.8,174,44,"10,000+",Free,0,Everyone,Simulation,"July 18, 2017",1,2.3 and up
4945,LEDSHOWTW,TOOLS,4.2,5,31,500+,Free,0,Everyone,Tools,"April 23, 2018",1.3.3,4.0.3 and up
4946,Water Surfer Floating BMX Bicycle Rider Racing,FAMILY,4.4,551,38,"100,000+",Free,0,Everyone,Simulation,"July 3, 2017",1,2.3 and up
4947,RC Monster Truck - Offroad Driving Simulator,GAME,4,38448,27,"5,000,000+",Free,0,Everyone,Racing,"June 16, 2018",1.4.3,4.1 and up
4948,Tiny Call Confirm,COMMUNICATION,4.1,22782,0.351,"1,000,000+",Free,0,Everyone,Communication,"March 25, 2015",4.2.0,2.2 and up
4949,Casa de Bolsa Bx+ Móvil,FINANCE,3.4,5,8.8,500+,Free,0,Everyone,Finance,"July 18, 2017",1.0.7,4.0 and up
4950,Super Jabber Jump,GAME,4.3,85882,23,"10,000,000+",Free,0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up
4951,Commando Adventure Assassin,GAME,4,51067,48,"5,000,000+",Free,0,Teen,Action,"May 29, 2018",1.18,4.1 and up
4952,Limbo PC Emulator QEMU ARM x86,TOOLS,4.2,13005,9.7,"1,000,000+",Free,0,Everyone,Tools,"January 21, 2018",no_update_signal.2_9_1_arm-x86_64-alpha,4.2 and up
4953,Lollipop Launcher Plus,PERSONALIZATION,4.1,131,0.027,"1,000+",Paid,$4.99 ,Everyone,Personalization,"March 8, 2015",1,4.0.3 and up
4954,Crypto Tracker by BitScreener,FINANCE,4.7,396,12,"10,000+",Free,0,Everyone,Finance,"August 5, 2018",3.1.5,5.0 and up
4955,City Builder 2016: County Mall,FAMILY,4.2,41693,74,"1,000,000+",Free,0,Everyone,Simulation,"June 4, 2018",1.0.23,4.0 and up
4956,Fists For Fighting (Fx3),SPORTS,3.9,138739,44,"10,000,000+",Free,0,Teen,Sports,"July 7, 2018",1.998,4.1 and up
4957,Train driving simulator,FAMILY,3.8,91645,36,"10,000,000+",Free,0,Teen,Simulation,"May 8, 2018",1.94,4.1 and up
4958,Roulette Advisor LITE,GAME,4.1,41,1.4,"5,000+",Free,0,Everyone,Casino,"August 21, 2014",2.2,3.0 and up
4959,BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25,"10,000+",Free,0,Everyone,Racing,"November 10, 2017",1.1,4.1 and up
4960,Best Friends Dress Up & Makeup,FAMILY,3.7,7664,44,"500,000+",Free,0,Everyone,Casual;Pretend Play,"September 9, 2015",1.0.3,4.0.3 and up
4961,World of Warriors: Duel,GAME,4.3,25952,36,"500,000+",Free,0,Everyone 10+,Action,"September 7, 2015",1.1.2,2.3 and up
4962,Trinomial Factoring Wizard,TOOLS,4,22,0.082,"1,000+",Paid,$0.99 ,Everyone,Tools,"October 10, 2014",2.4,2.3 and up
4963,Driving Zone,GAME,4.2,51791,57,"1,000,000+",Free,0,Everyone,Racing,"June 6, 2018",1.53,4.1 and up
4964,Quadratic Equation Solver with Steps and Graphs,FAMILY,4.7,513,9.8,"50,000+",Free,0,Everyone,Education,"December 14, 2017",1.4.1,4.0 and up
4965,Color by Number – New Coloring Book,GAME,4.7,142308,24,"5,000,000+",Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up
4966,Car Race by Fun Games For Free,GAME,4.3,54221,47,"1,000,000+",Free,0,Everyone,Racing,"June 15, 2013",1.2,2.3 and up
4967,Adult Color By Number Book: Number Coloring Pages,FAMILY,4.2,2231,37,"500,000+",Free,0,Everyone,Entertainment,"July 23, 2018",2.9,4.4 and up
4968,Glitter Color By Number - Glitter Number Coloring,FAMILY,3.5,1380,6.9,"500,000+",Free,0,Everyone,Entertainment,"July 18, 2018",1.6,4.0 and up
4969,Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744,10,"10,000,000+",Free,0,Everyone,Entertainment;Creativity,"July 19, 2018",0.2.7,4.4 and up
4970,Sandbox Art-Sandbox Color by Number Coloring Pages,FAMILY,4.7,12784,15,"1,000,000+",Free,0,Everyone,Entertainment,"August 4, 2018",1.3.3,4.1 and up
4971,One Today by Google,LIFESTYLE,4.5,2586,9.4,"100,000+",Free,0,Everyone,Lifestyle,"December 17, 2015",1.9.0.110162364,4.0.3 and up
4972,Art Pixel Coloring. Color by Number.,FAMILY,4.5,992,49,"100,000+",Free,0,Teen,Entertainment,"August 2, 2018",1.2.0.200,4.2 and up
4973,Color By Number - Sandbox Pixel Coloring Book,FAMILY,4.7,24557,24,"1,000,000+",Free,0,Everyone,Casual;Creativity,"August 3, 2018",1.3.6,4.4 and up
4974,PixelDot - Color by Number Sandbox Pixel Art,FAMILY,4.6,16041,7.3,"1,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",1.3.3.1,4.3 and up
4975,Slot Machines by IGG,GAME,4.6,267229,24,"10,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.7.4,2.3 and up
4976,PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723,14,"1,000,000+",Free,0,Everyone,Entertainment,"June 4, 2018",3.3,4.0.3 and up
4977,Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490722,21,"50,000,000+",Free,0,Everyone,Photography,"July 19, 2018",4.8.4,4.1 and up
4978,No.Color – Color by Number,FAMILY,4.4,23474,8.8,"5,000,000+",Free,0,Everyone,Casual;Creativity,"July 26, 2018",1.0.7,4.1 and up
4979,PixBox Coloring - Color by number Sandbox,FAMILY,4.5,12293,4,"1,000,000+",Free,0,Everyone,Entertainment,"May 6, 2018",1.2.6,4.0.3 and up
4980,Pixelmania - Color by number & create pixel art,FAMILY,4.4,3588,18,"500,000+",Free,0,Everyone,Entertainment,"February 25, 2018",1.18,4.3 and up
4981,Valentines love color by number-Pixel art coloring,FAMILY,4.4,767,18,"100,000+",Free,0,Everyone,Entertainment,"February 23, 2018",1.1,4.1 and up
4982,Rized ‼️ Color By Number & Pixel Coloring Book,FAMILY,3,1279,13,"100,000+",Free,0,Everyone,Casual,"June 13, 2018",1.1.7,4.3 and up
4983,Pixyfy: coloring by number coloring book,FAMILY,4.8,22290,13,"500,000+",Free,0,Everyone,Puzzle,"August 5, 2018",18.08.05,4.0 and up
4984,Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279,24,"1,000,000+",Free,0,Everyone,Casual;Creativity,"August 2, 2018",1.2.3,4.4 and up
4985,Tattoo Color By Number Draw Book Page Pixel Art,FAMILY,4,309,25,"100,000+",Free,0,Everyone,Entertainment,"May 2, 2018",1.4,4.1 and up
4986,SegPlay Mobile Paint by Number,FAMILY,3.7,1478,43,"100,000+",Free,0,Everyone,Casual,"April 22, 2017",4.0.15,2.3 and up
4987,Paint By Number,FAMILY,3.5,807,4.6,"500,000+",Free,0,Everyone,Casual,"May 1, 2018",1.4.0,3.0 and up
4988,Color by Disney,FAMILY,2.7,5706,47,"500,000+",Free,0,Everyone,Entertainment,"July 13, 2017",1.7,4.4 and up
4989,Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20,"5,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.5.1,2.3 and up
4990,Painting By Numbers,FAMILY,4.1,213,26,"50,000+",Free,0,Everyone,Puzzle;Brain Games,"June 8, 2018",1.2.100,4.1 and up
4991,3D Color by Number with Voxels,FAMILY,4.5,5481,69,"500,000+",Free,0,Everyone,Entertainment,"July 7, 2018",1.3,4.4 and up
4992,Butterfly Pixel Art - coloring by number,FAMILY,4.6,769,13,"100,000+",Free,0,Everyone,Entertainment,"April 4, 2018",1.06,4.1 and up
4993,Best Hairstyles step by step,BEAUTY,4.5,45452,9.2,"5,000,000+",Free,0,Everyone,Beauty,"July 19, 2018",1.25,4.0 and up
4994,Halloween Sandbox Number Coloring- Color By Number,FAMILY,4.4,289,19,"100,000+",Free,0,Everyone,Entertainment,"February 17, 2018",1.2,4.1 and up
4995,"Fiesta by Tango - Find, Meet and Make New Friends",SOCIAL,4.3,112223,34,"1,000,000+",Free,0,Mature 17+,Social,"July 5, 2018",5.68.1,5.0 and up
4996,"Pixel art pro-Sand box,paint by number,number draw",FAMILY,4.5,2442,13,"100,000+",Free,0,Everyone,Casual;Brain Games,"July 6, 2018",2.5.111,4.0.3 and up
4997,Color by Number: Pixel Art,FAMILY,4.6,12034,34,"1,000,000+",Free,0,Everyone,Entertainment,"May 26, 2018",4.8,4.1 and up
4998,UNICORN - Color By Number & Pixel Art Coloring,FAMILY,4.7,8264,24,"500,000+",Free,0,Everyone,Art & Design;Creativity,"August 2, 2018",1.0.9,4.4 and up
4999,FunnyPixels - Color by number Sandbox,FAMILY,4.6,1977,3.8,"100,000+",Free,0,Everyone,Entertainment,"February 21, 2018",1.0.4,4.0.3 and up
5000,Color By Numbers - Art Game for Kids and Adults,FAMILY,3.1,305,8.3,"100,000+",Free,0,Everyone,Educational;Brain Games,"July 7, 2016",3,2.3.3 and up
5001,Elmo Calls by Sesame Street,FAMILY,3.9,6903,25,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,"January 31, 2018",2.0.7,2.3 and up
5002,Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53,"1,000,000+",Free,0,Everyone,Board,"July 31, 2018",2.4.11,4.1 and up
5003,No.Diamond – Colors by Number,FAMILY,4.6,9016,24,"1,000,000+",Free,0,Everyone,Entertainment;Creativity,"August 6, 2018",0.9.34,4.1 and up
5004,BZ Reminder,BUSINESS,4.7,41625,5.4,"1,000,000+",Free,0,Everyone,Business,"December 21, 2017",2.3.4,4.1 and up
5005,420 BZ Budeze Delivery,MEDICAL,5,2,11,100+,Free,0,Mature 17+,Medical,"June 6, 2018",1.0.1,4.1 and up
5006,Weather BZ,WEATHER,4.4,8433,5.6,"100,000+",Free,0,Everyone,Weather,"June 6, 2018",5.0.1 build 1,4.0 and up
5007,BZ Reminder PRO,BUSINESS,4.8,726,5.4,"1,000+",Paid,$3.99 ,Everyone,Business,"December 20, 2017",2.3.3,4.1 and up
5008,Evasion.bz,SOCIAL,4.1,8,4.4,100+,Free,0,Teen,Social,"July 14, 2017",0.0.9,4.1 and up
5009,BZ-Smart,NEWS_AND_MAGAZINES,4.3,828,8.2,"10,000+",Free,0,Everyone,News & Magazines,"October 10, 2017",1.98,2.3.3 and up
5010,BZ Zombie VR,GAME,4.4,12,98,"1,000+",Free,0,Mature 17+,Action,"February 7, 2018",1.4,4.4 and up
5011,BZ Conferencing,TOOLS,4.7,7,29,"1,000+",Free,0,Everyone,Tools,"June 27, 2018",3.8.3,4.1 and up
5012,GITZ.bz,SHOPPING,4,4,2.4,10+,Free,0,Everyone,Shopping,"August 4, 2017",1,4.1 and up
5013,Berner Zeitung,NEWS_AND_MAGAZINES,3.4,736,8.5,"50,000+",Free,0,Teen,News & Magazines,"August 3, 2018",7.5.9.1,4.1 and up
5014,BZ Fingers,GAME,4.6,15,3.2,50+,Free,0,Everyone,Arcade,"July 5, 2017",1.3,4.0.3 and up
5015,bz Basellandschaftliche News,NEWS_AND_MAGAZINES,2.8,33,33,"1,000+",Free,0,Everyone,News & Magazines,"June 6, 2018",1.4.0,5.0 and up
5016,24/7 BZ Reis,TRAVEL_AND_LOCAL,3.1,421,53,"100,000+",Free,0,Everyone,Travel & Local,"March 9, 2018",4.4.15,4.1 and up
5017,Badische Zeitung,NEWS_AND_MAGAZINES,3.9,262,22,"10,000+",Free,0,Everyone,News & Magazines,"June 26, 2018",5.3,4.1 and up
5018,bz Baselland E-Paper,NEWS_AND_MAGAZINES,4.2,69,25,"5,000+",Free,0,Everyone,News & Magazines,"August 24, 2017",5.1.4,4.4 and up
5019,BZWBK24 mobile,FINANCE,4.5,64983,39,"1,000,000+",Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up
5020,BZ Vesper-App,TRAVEL_AND_LOCAL,4.1,60,13,"1,000+",Free,0,Everyone,Travel & Local,"August 6, 2015",1.0.2,2.3.3 and up
5021,Dragon BZ Super Wallpapers,FAMILY,4.2,12,13,"1,000+",Free,0,Everyone,Entertainment,"January 16, 2018",1,4.0.3 and up
5022,Südtirol2Go,MAPS_AND_NAVIGATION,3.3,555,31,"50,000+",Free,0,Everyone,Maps & Navigation,"December 20, 2017",2.1.2,4.0 and up
5023,TFO BZ Lessons,FAMILY,4.4,75,3.7,500+,Free,0,Everyone,Education,"April 28, 2017",2.1.1,4.1 and up
5024,City Driving Jeep Mania: Parking Passion 2018,FAMILY,4.4,36,24,"10,000+",Free,0,Everyone,Simulation,"June 14, 2018",1,4.0 and up
5025,Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34,100+,Free,0,Mature 17+,Action,"May 4, 2018",1,4.0 and up
5026,ePN Cashback AliExpress,SHOPPING,4.4,19212,6.9,"500,000+",Free,0,Everyone,Shopping,"August 3, 2018",0.2.9.17,4.1 and up
5027,Elite Commando Shooting War,GAME,4.5,14,45,100+,Free,0,Teen,Action,"June 29, 2018",1,4.0 and up
5028,Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46,12,"1,000+",Free,0,Everyone,Travel & Local,"January 11, 2017",2.0.0,4.0 and up
5029,bz Basel News,NEWS_AND_MAGAZINES,2.2,23,33,"1,000+",Free,0,Everyone,News & Magazines,"June 6, 2018",1.4.0,5.0 and up
5030,Contractor City Construction - Heavy Logistics,FAMILY,4.2,31,35,"5,000+",Free,0,Everyone,Simulation,"June 12, 2018",1.01,4.0 and up
5031,Park Limousine: Realistic Limo Parking Simulator,FAMILY,4.8,4,25,"1,000+",Free,0,Everyone,Simulation,"July 20, 2018",1,4.0 and up
5032,Inwestor mobile,FINANCE,3.2,124,7.2,"10,000+",Free,0,Everyone,Finance,"January 3, 2018",1.2.3,4.1 and up
5033,BZ Straußenführer,TRAVEL_AND_LOCAL,4.3,291,14,"10,000+",Free,0,Everyone,Travel & Local,"March 17, 2016",1.2.3,4.0 and up
5034,Putzmeister Experts,TOOLS,4.6,21,8.9,"1,000+",Free,0,Everyone,Tools,"May 8, 2018",1.3,4.1 and up
5035,Bubble,TOOLS,4.5,31621,0.208,"5,000,000+",Free,0,Everyone,Tools,"July 10, 2011",2.0.1,1.6 and up
5036,CA Service Management,BUSINESS,3.4,91,8.3,"10,000+",Free,0,Everyone,Business,"March 20, 2018",3.1.13,5.0 and up
5037,CA Mobile OTP,TOOLS,3.3,688,5.5,"100,000+",Free,0,Everyone,Tools,"September 5, 2017",2.3.5,2.3.3 and up
5038,CA Lottery Official App,FAMILY,4.2,7000,26,"1,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",3.0.2,4.4 and up
5039,CA Case Management,BUSINESS,2.4,16,5.2,500+,Free,0,Everyone,Business,"May 4, 2016",1.0.1,4.0 and up
5040,CA UIM Mobile,BUSINESS,3.2,54,7.7,"1,000+",Free,0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up
5041,CA Clarity Mobile Time Manager,BUSINESS,3.1,104,5.3,"10,000+",Free,0,Everyone,Business,"May 14, 2015",2,2.2 and up
5042,CA Auth ID,TOOLS,3.8,39,0.375,"10,000+",Free,0,Teen,Tools,"October 17, 2014",2.2.1,1.6 and up
5043,CA Speakers Free,LIFESTYLE,4.8,74,2.9,"5,000+",Free,0,Teen,Lifestyle,"September 30, 2015",1.6,2.3.3 and up
5044,CA World '17,PRODUCTIVITY,3.7,7,18,"1,000+",Free,0,Teen,Productivity,"June 10, 2018",7.17.2.0,5.0 and up
5045,CA DMV,TOOLS,4.2,5463,6,"1,000,000+",Free,0,Everyone,Tools,"August 25, 2017",4,4.1 and up
5046,Save.ca,SHOPPING,3.7,2094,34,"100,000+",Free,0,Everyone,Shopping,"July 2, 2018",4.8.18.12,4.1 and up
5047,California Cop Assist CA Cop,PRODUCTIVITY,3,5,7,100+,Paid,$4.99 ,Everyone,Productivity,"February 11, 2014",1.3,2.2 and up
5048,CA Laws 2018 (California Laws and Codes),BOOKS_AND_REFERENCE,3.9,56,38,"5,000+",Free,0,Everyone,Books & Reference,"March 24, 2018",1.17,4.4 and up
5049,California Cameras - Traffic,TRAVEL_AND_LOCAL,4,305,5.4,"10,000+",Free,0,Everyone,Travel & Local,"June 20, 2018",6.3.4,4.0.3 and up
5050,CA Speakers,LIFESTYLE,5,12,1.2,100+,Paid,$0.99 ,Teen,Lifestyle,"March 25, 2014",1,3.0 and up
5051,CB Radio Chat - for friends!,COMMUNICATION,4,17998,7.9,"1,000,000+",Free,0,Teen,Communication,"March 27, 2018",2.6.3,4.0 and up
5052,Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3,"10,000+",Free,0,Mature 17+,Maps & Navigation,"July 31, 2018",1.0.10.5,4.0.3 and up
5053,CB Frequencies FREE!,TOOLS,3.1,364,2.3,"100,000+",Free,0,Everyone,Tools,"March 2, 2018",2,4.0.3 and up
5054,CB On Mobile,COMMUNICATION,4.1,901,0.323,"100,000+",Free,0,Teen,Communication,"April 26, 2017",1.0.5,4.0 and up
5055,CB Frequencies,TOOLS,4,5,1.4,100+,Paid,$0.99 ,Everyone,Tools,"December 24, 2015",1,4.0.3 and up
5056,Virtual Walkie Talkie,COMMUNICATION,3.8,21785,2.5,"1,000,000+",Free,0,Everyone,Communication,"August 13, 2015",1.41,2.3 and up
